Diâmetro Altura do Peito (m),Altura da Primeira Ramificação (m),Altura da Árvore (m),Diâmetro da Copa (m),Ângulo (°),Presença de Interferência - Tronco,Presença de Fendas - Tronco,Porcentagem da Área (%) com Deterioração - Colo,Raio/PS média - Colo,Porcentagem da área do oco aberto (%) - Tronco,Raio/PS média - Tronco,Árvore Morta,Probabilidade de ruptura,Fungo - Tipo de Ataque,Fungo - Corpo de Frutificação,Cupim-Subterrâneo - Tipo de Ataque,Cupim-Madeira-Seca - Tipo de Ataque,Cupim-de-Solo - Tipo de Ataque,Presença Broca,Código Árvore,Espécie,Risco de Queda,Levantamento do Pavimento,Área Permeável Insuficiente,Presença de Interferência - Raiz,Injúria Mecânica - Raiz,Raiz Exposta - Raiz,Raiz Cortada - Raiz,Raiz Dobrada/Enovelada - Raiz,Injúria Mecânica - Colo,Colo Soterrado - Colo,Injúria Mecânica - Tronco,Casca Inclusa - Tronco,Protuberância - Tronco,Injúria Mecânica - Copa,Epífitas - Copa,Copa Desequilibrada,Largura da Copa (m),Altura da Copa (m),Ângulo (rad),Excentricidade (m),Formato da Copa,Densidade
0.557,0.809,10.001,3.725,4.645,0.0,0.0,18.108,1.7409999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106267-26,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.725,9.192,0.0810705437551366,0.8125674703619036,3.0,0.91
0.22,3.9930000000000003,9.175,5.849,6.28,0.0,0.0,0.16699999999999998,1.043,0.0,1.0,0.0,74.18,0.0,0.0,0.0,0.0,0.0,0.0,096423-25,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.849,5.182,0.1096066770252439,1.0096878403298926,1.0,0.91
0.40700000000000003,3.498,12.227,8.825,6.551,0.0,0.0,35.114000000000004,2.454,0.0,1.0,0.0,31.48,0.0,0.0,0.0,0.0,0.0,0.0,353698-21,Caesalpinia peltophoroides,GRANDE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,8.825,8.729,0.11433651929814853,1.4041165574683203,1.0,0.91
0.28,3.2710000000000004,10.831,7.087999999999999,7.717000000000001,0.0,0.0,11.129000000000001,1.501,0.0,1.0,0.0,93.64,0.0,0.0,0.0,0.0,0.0,0.0,464929-2,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,7.087999999999999,7.559999999999999,0.13468705837640244,1.4676811549503563,1.0,0.91
0.503,2.9,8.652000000000001,4.512,6.21,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182737-8,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,4.512,5.752000000000001,0.10838494654884787,0.9414358900452522,1.0,0.91
0.27399999999999997,3.3339999999999996,10.96,5.382999999999999,3.608,0.0,0.0,0.0,1.0,0.0,1.0,0.0,37.48,0.0,0.0,0.0,0.0,0.0,0.0,176109-28,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.382999999999999,7.626000000000001,0.06297147941195541,0.6910811286312214,3.0,0.91
0.618,2.431,14.379000000000001,13.321,4.537,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,399949-4,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.321,11.948,0.07918558816298273,1.1409953859781572,1.0,0.91
0.535,4.0710000000000015,13.267000000000001,11.305,2.78,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,470759-63,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.305,9.196,0.04852015320544236,0.6442224959357215,2.0,0.91
0.41100000000000003,4.305,13.0,7.978,5.393,0.0,0.0,9.965,1.4609999999999999,0.0,1.0,0.0,20.59,0.0,0.0,0.0,0.0,0.0,0.0,149829-38,Caesalpinia peltophoroides,GRANDE,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.978,8.695,0.09412560656005418,1.2272593823876323,1.0,0.91
0.27399999999999997,2.105,8.966000000000003,4.6110000000000015,5.346,0.0,0.0,1.2890000000000001,1.128,0.0,1.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,029939-13,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.6110000000000015,6.861000000000002,0.09330530181161686,0.8390115280521293,3.0,0.91
0.22,2.458,6.412000000000001,6.364,8.991,0.0,0.0,0.0,1.0,0.0,1.0,0.0,39.57,0.0,0.0,0.0,0.0,0.0,0.0,179850-57,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.364,3.9540000000000006,0.15692255304681016,1.0145285963214783,2.0,0.91
0.773,1.505,15.349,9.614,1.131,0.0,0.0,24.924,1.9969999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182400-37,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.614,13.844000000000001,0.019739673840055868,0.30302361298748776,3.0,0.91
0.341,1.785,9.933,6.694,3.884,0.0,0.0,3.165,1.216,0.0,1.0,0.0,14.71,0.0,0.0,0.0,0.0,0.0,0.0,464929-5,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,6.694,8.148,0.06778858814745976,0.6743773497661425,1.0,0.91
0.185,3.1310000000000002,5.784,3.385,1.574,0.0,0.0,0.627,1.0859999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149829-45,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.385,2.6529999999999996,0.027471482426390748,0.15893503818849156,1.0,0.91
0.312,1.7830000000000001,9.033,6.586,8.206,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.12,0.0,0.0,0.0,0.0,0.0,0.0,044202-45,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.586,7.249999999999999,0.14322171841865466,1.3026407755363008,1.0,0.91
0.369,3.6289999999999996,11.497,9.455,7.08,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.19,1.0,0.0,0.0,0.0,0.0,0.0,045527-6,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.455,7.868,0.12356931104119853,1.4279517550814111,1.0,0.91
0.369,2.484,11.525,7.756,5.841,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43.69,0.0,0.0,0.0,0.0,0.0,0.0,029939-34,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,7.756,9.041,0.10194468160898879,1.178999625089375,1.0,0.91
0.401,1.3,9.877,5.405,3.142,0.0,0.0,11.342,1.508,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,013471-30,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.405,8.577,0.05483824509766183,0.5421809439854323,3.0,0.91
0.3720000000000001,2.461,11.605,8.048,4.468,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.15,0.0,0.0,0.0,0.0,0.0,0.0,353698-43,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.048,9.144,0.07798131097910664,0.906811993095421,1.0,0.91
0.35700000000000004,2.531,8.083,12.793,8.511000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,44.63,0.0,0.0,0.0,0.0,0.0,0.0,185191-137,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.793,5.552,0.1485449726372374,1.2095989749801999,2.0,0.91
0.267,1.9180000000000001,8.424,11.048,3.859,0.0,0.0,0.0,1.0,0.0,1.0,0.0,97.18,0.0,0.0,0.0,0.0,0.0,0.0,100048-26,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,11.048,6.505999999999999,0.06735225583446118,0.5682348960929713,2.0,0.91
0.29600000000000004,1.501,6.377999999999999,7.98,2.189,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,181854-68,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,7.98,4.876999999999999,0.03820525732615587,0.24379175897511554,2.0,0.91
0.506,2.3819999999999997,10.542,9.589,2.597,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,051632-1,Caesalpinia peltophoroides,PEQUENO,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.589,8.16,0.04532620067429274,0.4781563040785891,1.0,0.91
0.309,2.592,12.073,6.393,0.56,0.0,0.0,17.429000000000002,1.7169999999999999,0.0,1.0,0.0,39.61,0.0,0.0,0.0,0.0,0.0,0.0,090557-24,Caesalpinia peltophoroides,MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6.393,9.481,0.009773843811168246,0.11800337389916372,3.0,0.91
0.39799999999999996,2.4619999999999997,11.532,4.842,6.715,0.0,0.0,2.367,1.182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157686-1,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.842,9.07,0.11719885927141922,1.3577594797280588,3.0,0.91
0.13699999999999998,1.9069999999999998,7.4129999999999985,3.805,2.3819999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,062383-9,Caesalpinia peltophoroides,MÉDIO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.805,5.5059999999999985,0.041573742782504926,0.3083638319451404,1.0,0.91
0.474,3.051,13.699000000000002,9.066,4.342,0.0,0.0,17.951,1.735,0.0,1.0,0.0,19.89,0.0,0.0,0.0,0.0,0.0,0.0,045527-43,Caesalpinia peltophoroides,MÉDIO,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,9.066,10.648000000000001,0.07578219612159379,1.040132206804971,1.0,0.91
0.19699999999999998,3.466,6.391,4.942,19.735,0.0,0.0,0.45799999999999996,1.073,0.0,1.0,0.0,39.08,0.0,0.0,0.0,0.0,0.0,0.0,182168-18,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.942,2.925,0.34444072788108093,2.292714798914423,2.0,0.91
0.188,1.805,7.426,5.669,3.592,0.0,0.0,0.0,1.0,0.0,1.0,0.0,91.2,0.0,0.0,0.0,0.0,0.0,0.0,172405-41,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.669,5.621,0.06269222673163632,0.46616335878393655,1.0,0.91
0.27699999999999997,1.976,9.364,5.645,6.3329999999999975,0.0,0.0,0.0,1.0,0.0,1.0,0.0,68.02,0.0,0.0,0.0,0.0,0.0,0.0,028100-5,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.645,7.388000000000001,0.11053170152880085,1.0392545843852397,1.0,0.91
0.248,1.865,6.21,6.1629999999999985,4.194,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,051632-30,Caesalpinia peltophoroides,PEQUENO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,6.1629999999999985,4.345,0.07319910882864218,0.4553800819527889,1.0,0.91
0.503,2.003,12.61,9.784,8.77,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.62,2.0,0.0,0.0,0.0,0.0,0.0,148067-19,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.784,10.607,0.1530653753999027,1.9453708708420194,1.0,0.91
0.35,1.982,11.352,6.731,3.841,0.0,0.0,0.0,1.0,25.307,2.012,0.0,12.39,0.0,0.0,0.0,0.0,0.0,0.0,073067-14,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.731,9.370000000000001,0.0670380965691022,0.7621585550169973,3.0,0.91
0.47700000000000004,0.597,9.217,6.5889999999999995,2.545,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028100-15,Caesalpinia peltophoroides,PEQUENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,6.5889999999999995,8.620000000000001,0.044418629463255685,0.40967597544193557,3.0,0.91
0.512,2.459,12.995999999999999,11.732000000000001,5.394,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,353698-4,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.732000000000001,10.536999999999999,0.09414305985257414,1.2271106089797388,1.0,0.91
0.28300000000000003,3.1489999999999996,9.119,7.473,6.928,0.0,0.0,0.6759999999999999,1.09,0.013999999999999999,1.012,0.0,13.89,0.0,0.0,0.0,0.0,0.0,0.0,045527-7,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.473,5.970000000000001,0.12091641057816715,1.1080421653246897,1.0,0.91
0.29,1.403,7.9220000000000015,10.770999999999999,6.8870000000000005,0.0,0.0,0.0,1.0,0.0,1.0,0.0,84.19,0.0,0.0,0.0,0.0,0.0,0.0,181854-58,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.770999999999999,6.519000000000002,0.12020082558484949,0.9568436200590645,2.0,0.91
0.293,3.115,8.44,6.199,3.655,0.0,0.0,0.414,1.069,6.188,1.331,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,149829-53,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6.199,5.324999999999999,0.06379178416039274,0.5391341728388539,1.0,0.91
0.344,2.842,8.712,7.845,2.158,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,055220-6,Caesalpinia peltophoroides,PEQUENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,7.845,5.869999999999999,0.03766420525803763,0.3282858054692422,1.0,0.91
0.29600000000000004,2.19,6.5379999999999985,6.068,12.14,0.0,0.0,26.374000000000002,2.056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,078417-17,Caesalpinia peltophoroides,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,6.068,4.347999999999999,0.2118829711921116,1.4064006285954351,1.0,0.91
0.35,3.247,10.715,6.467000000000001,11.040999999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,189111-38,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.467000000000001,7.468,0.1927018027126939,2.0907433202363626,1.0,0.91
0.414,2.178,11.21,6.8320000000000025,6.201000000000001,0.0,0.0,1.608,1.145,0.0,1.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,045527-30,Caesalpinia peltophoroides,PEQUENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.8320000000000025,9.032,0.1082278669161684,1.2179936692044946,3.0,0.91
0.35700000000000004,3.83,11.648,11.059000000000001,2.083,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.46,0.0,0.0,0.0,0.0,0.0,0.0,353698-41,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.059000000000001,7.818,0.03635520831904189,0.42365213012067854,2.0,0.91
0.462,2.6060000000000003,11.714,9.201,3.466,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,353698-5,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.201,9.108,0.06049311187412346,0.7094819537075533,1.0,0.91
0.557,2.334,10.972999999999999,9.224,11.241,0.0,0.0,9.428,1.443,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187810-3,Caesalpinia peltophoroides,PEQUENO,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.224,8.639,0.19619246121668257,2.1808736308582954,1.0,0.91
0.261,3.159,10.571,5.757999999999999,2.416,0.0,0.0,0.0,1.0,0.0,1.0,0.0,91.27,0.0,0.0,0.0,0.0,0.0,0.0,042501-81,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.757999999999999,7.412,0.042167154728183,0.4460133714793699,1.0,0.91
0.605,5.898,11.657,9.612,27.99,0.0,0.0,22.399,1.899,0.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,071846-18,Caesalpinia peltophoroides,GRANDE,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.612,5.759,0.4885176576332128,6.195527364631185,2.0,0.91
0.337,2.494,8.519,5.6560000000000015,9.034,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,105171-20,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.6560000000000015,6.025,0.15767304462516774,1.3544596259916402,1.0,0.91
0.455,1.7469999999999999,12.862,8.738999999999999,7.831,0.0,0.0,2.093,1.169,0.0,1.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,071846-23,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.738999999999999,11.115,0.13667673372367595,1.7689649588146583,3.0,0.91
0.47100000000000003,6.584,10.703,4.548,13.21,0.0,0.0,13.648,1.5859999999999999,18.944000000000006,1.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144339-10,Caesalpinia peltophoroides,GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.548,4.119,0.23055799418845094,2.512336858107613,1.0,0.91
0.35700000000000004,2.494,11.592,8.732999999999999,6.1110000000000015,0.0,0.0,0.0,1.0,0.0,1.0,0.0,61.09,0.0,0.0,0.0,0.0,0.0,0.0,076171-167,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.732999999999999,9.098,0.1066570705893735,1.2410783929944091,1.0,0.91
0.33399999999999996,1.9780000000000002,7.683,7.599,5.794,0.0,0.0,0.0,1.0,18.88,1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179850-56,Caesalpinia peltophoroides,PEQUENO,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,7.599,5.705,0.10112437686055145,0.7795978262659556,1.0,0.91
0.586,1.136,9.308,9.64,5.354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,015814-162,Caesalpinia peltophoroides,GRANDE,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.64,8.172,0.09344492815177641,0.8723259072559454,1.0,0.91
0.5539999999999999,4.362,9.907,6.475,0.636,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149829-20,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,6.475,5.545,0.011100294042683936,0.1099751300358645,1.0,0.91
0.703,2.9760000000000004,13.624,13.255999999999998,24.746,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,076171-157,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.255999999999998,10.648,0.43189917669851674,6.279596788622975,2.0,0.91
0.5760000000000001,3.359,12.470999999999998,10.283,1.517,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354384-59,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.283,9.111999999999998,0.026476644752753978,0.3302674142043233,1.0,0.91
0.41100000000000003,2.1390000000000002,12.466,10.127,3.2060000000000004,0.0,0.0,2.1319999999999997,1.171,0.0,1.0,0.0,34.86,0.0,0.0,0.0,0.0,0.0,0.0,061123-55,Caesalpinia peltophoroides,PEQUENO,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,10.127,10.326999999999998,0.05595525581893821,0.6982671271491061,1.0,0.91
0.248,1.815,9.469,5.717000000000001,0.787,0.0,0.0,0.879,1.103,0.0,1.0,0.0,87.48,0.0,0.0,0.0,0.0,0.0,0.0,354384-12,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,5.717000000000001,7.654,0.013735741213195374,0.1300719138987421,1.0,0.91
0.344,1.854,10.814,7.127000000000002,4.468,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.82,0.0,0.0,0.0,0.0,0.0,0.0,470759-100,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.127000000000002,8.96,0.07798131097910664,0.8450034375987836,1.0,0.91
0.4270000000000001,3.786,12.195,11.027000000000001,3.52,0.0,0.0,0.23199999999999998,1.051,0.0,1.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,126519-22,Caesalpinia peltophoroides,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,11.027000000000001,8.409,0.0614355896702004,0.7501510265152106,2.0,0.91
0.611,5.382999999999999,13.706,9.967,1.588,0.0,0.0,12.241,1.538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,095389-8,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.967,8.323,0.027715828521669955,0.37997044430539983,1.0,0.91
0.382,3.355,8.687000000000001,8.337,5.331,0.0,0.0,0.003,1.005,0.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,045527-25,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.337,5.332000000000001,0.09304350242381772,0.8106094305345273,2.0,0.91
0.21600000000000005,1.8659999999999999,9.082,6.334,8.582,0.0,0.0,0.0,1.0,0.0,1.0,0.0,99.77,0.0,0.0,0.0,0.0,0.0,0.0,095605-15,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.334,7.216000000000001,0.14978415640615336,1.3706050475683706,1.0,0.91
0.344,2.755,12.205,7.629,2.807,0.0,0.0,0.0,1.0,0.0,1.0,0.0,77.13,0.0,0.0,0.0,0.0,0.0,0.0,096423-29,Caesalpinia peltophoroides,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,7.629,9.45,0.04899139210348083,0.5984187834924479,1.0,0.91
0.293,2.662,7.859,5.475,1.3630000000000002,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,045268-32,Holocalyx balansae,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.475,5.197,0.023788837704682715,0.18699175027757134,1.0,0.92
